1.png	2:83,202:133;12:343,212:393;648:316,848:366;4:485,204:535
1489.png	459:481,659:531;262:166,462:216;218:114,418:164;148:279,348:329
1491.png	103:420,303:470;293:66,493:116
1492.png	405:63,605:113;484:427,684:477
1493.png	545:405,745:455;569:472,769:522
1494.png	515:410,715:460;160:72,360:122
1495.png	590:12,790:62;591:232,791:282
1496.png	575:452,775:502;151:435,351:485
1497.png	354:93,554:143;561:460,761:510
1498.png	639:433,839:483;491:74,691:124
1499.png	396:388,596:438;13:3,213:53
1501.png	21:177,221:227;506:78,706:128;584:160,784:210
1502.png	244:274,444:324;649:320,849:370;593:225,793:275
1503.png	505:268,705:318;301:319,501:369;528:32,728:82
1504.png	91:265,291:315;551:15,751:65;42:26,242:76
1505.png	532:163,732:213;593:13,793:63;353:319,553:369
1506.png	306:267,506:317;3:227,203:277;602:216,802:266
1507.png	490:250,690:300;41:222,241:272;636:305,836:355
1508.png	115:267,315:317;619:301,819:351;580:170,780:220
1509.png	483:268,683:318;629:122,829:172;1:238,201:288
1511.png	2:301,202:351;533:94,733:144;60:219,260:269;114:356,314:406;28:452,228:502
1512.png	324:459,524:509;457:70,657:120;534:3,734:53;4:194,204:244;575:485,775:535
1513.png	253:88,453:138;616:405,816:455;42:299,242:349;553:182,753:232;105:358,305:408
1514.png	77:260,277:310;181:70,381:120;604:33,804:83;329:441,529:491;401:111,601:161
1515.png	325:408,525:458;154:43,354:93;580:278,780:328;567:446,767:496;585:174,785:224
1516.png	536:64,736:114;476:457,676:507;97:62,297:112;640:392,840:442;142:478,342:528
1517.png	430:154,630:204;49:46,249:96;557:348,757:398;91:471,291:521;250:418,450:468
1518.png	626:82,826:132;219:110,419:160;352:18,552:68;393:477,593:527;598:150,798:200
1519.png	6:453,206:503;411:0,611:50;431:114,631:164;28:399,228:449;67:121,267:171
1521.png	30:466,230:516;457:489,657:539;637:146,837:196;369:4,569:54;22:265,222:315;17:72,217:122
1522.png	22:25,222:75;506:479,706:529;632:209,832:259;115:474,315:524;467:1,667:51;236:8,436:58
1523.png	634:3,834:53;15:138,215:188;12:381,212:431;645:426,845:476;629:331,829:381;130:6,330:56
1524.png	426:472,626:522;5:332,205:382;468:2,668:52;636:67,836:117;132:472,332:522;649:129,849:179
1525.png	473:477,673:527;23:265,223:315;72:469,272:519;12:356,212:406;184:6,384:56;550:18,750:68
1526.png	342:15,542:65;10:168,210:218;635:400,835:450;583:486,783:536;353:485,553:535;598:10,798:60
1527.png	298:471,498:521;626:9,826:59;631:148,831:198;633:461,833:511;163:11,363:61;16:198,216:248
1528.png	510:483,710:533;165:466,365:516;629:130,829:180;627:423,827:473;7:43,207:93;17:150,217:200
1529.png	637:109,837:159;576:17,776:67;17:173,217:223;645:481,845:531;342:16,542:66;87:17,287:67
1531.png	29:342,229:392;353:300,553:350;581:384,781:434
1532.png	642:469,842:519;18:307,218:357;85:373,285:423
1533.png	558:329,758:379;127:318,327:368;218:376,418:426
1534.png	644:415,844:465;223:396,423:446;407:343,607:393
1535.png	490:408,690:458;250:383,450:433;75:328,275:378
1536.png	636:309,836:359;500:402,700:452;186:405,386:455
1537.png	541:285,741:335;438:389,638:439;219:328,419:378
1538.png	363:350,563:400;568:322,768:372;307:404,507:454
1539.png	417:365,617:415;569:454,769:504;326:306,526:356
1541.png	58:354,258:404;42:118,242:168;598:458,798:508;566:355,766:405
1542.png	146:480,346:530;628:31,828:81;61:319,261:369;54:393,254:443
1543.png	30:66,230:116;644:403,844:453;530:11,730:61;1:175,201:225
1544.png	341:17,541:67;632:217,832:267;583:128,783:178;638:315,838:365
1545.png	122:14,322:64;645:141,845:191;610:278,810:328;606:349,806:399
1546.png	28:314,228:364;62:368,262:418;635:170,835:220;601:54,801:104
1547.png	649:368,849:418;612:313,812:363;42:258,242:308;560:487,760:537
1548.png	14:438,214:488;183:27,383:77;634:193,834:243;625:374,825:424
1549.png	22:181,222:231;71:360,271:410;624:152,824:202;96:487,296:537
1551.png	39:481,239:531
1552.png	36:424,236:474
1553.png	23:470,223:520
1554.png	546:467,746:517
1555.png	529:488,729:538
1556.png	57:448,257:498
1557.png	77:436,277:486
1558.png	270:444,470:494
1559.png	235:459,435:509
1561.png	192:441,392:491;9:140,209:190;227:371,427:421
1562.png	213:345,413:395;16:9,216:59;3:180,203:230
1563.png	15:471,215:521;16:84,216:134;252:430,452:480
1564.png	190:445,390:495;171:327,371:377;17:45,217:95
1565.png	98:369,298:419;107:423,307:473;19:129,219:179
1566.png	18:123,218:173;251:443,451:493;226:351,426:401
1567.png	105:387,305:437;1:47,201:97;25:465,225:515
1568.png	34:361,234:411;252:393,452:443;140:460,340:510
1569.png	91:479,291:529;113:374,313:424;14:121,214:171
1571.png	75:126,275:176;554:73,754:123;575:481,775:531;562:248,762:298;372:444,572:494
1572.png	8:230,208:280;624:215,824:265;84:64,284:114;118:431,318:481;343:472,543:522
1573.png	554:474,754:524;27:335,227:385;286:437,486:487;76:131,276:181;606:129,806:179
1574.png	85:13,285:63;298:488,498:538;487:332,687:382;620:175,820:225;504:447,704:497
1575.png	268:354,468:404;195:435,395:485;554:100,754:150;537:471,737:521;262:3,462:53
1576.png	173:296,373:346;411:375,611:425;54:196,254:246;580:276,780:326;200:55,400:105
1577.png	561:430,761:480;623:104,823:154;587:375,787:425;563:298,763:348;637:2,837:52
1578.png	44:270,244:320;608:227,808:277;65:128,265:178;454:296,654:346;350:484,550:534
1579.png	230:380,430:430;636:207,836:257;623:366,823:416;180:1,380:51;146:439,346:489
1581.png	458:27,658:77;442:411,642:461;545:478,745:528
1582.png	324:14,524:64;31:474,231:524;345:407,545:457
1583.png	226:8,426:58;636:409,836:459;83:482,283:532
1584.png	553:27,753:77;640:443,840:493;22:28,222:78
1585.png	645:408,845:458;93:21,293:71;464:15,664:65
1586.png	132:10,332:60;621:4,821:54;149:409,349:459
1587.png	168:22,368:72;50:429,250:479;422:27,622:77
1588.png	92:421,292:471;232:1,432:51;631:473,831:523
1589.png	32:9,232:59;88:473,288:523;512:12,712:62
1591.png	644:132,844:182;370:428,570:478;610:314,810:364;315:38,515:88;77:348,277:398;644:53,844:103
1592.png	223:385,423:435;527:227,727:277;542:119,742:169;553:432,753:482;504:24,704:74;568:300,768:350
1593.png	489:455,689:505;186:403,386:453;546:266,746:316;47:475,247:525;602:43,802:93;539:351,739:401
1594.png	314:352,514:402;78:465,278:515;481:433,681:483;431:39,631:89;517:183,717:233;605:368,805:418
1595.png	559:414,759:464;630:283,830:333;374:26,574:76;603:42,803:92;242:316,442:366;508:340,708:390
1596.png	151:12,351:62;177:363,377:413;591:134,791:184;554:56,754:106;637:223,837:273;353:311,553:361
1597.png	604:440,804:490;638:57,838:107;131:378,331:428;526:230,726:280;447:339,647:389;227:2,427:52
1598.png	334:319,534:369;112:349,312:399;84:458,284:508;442:3,642:53;636:387,836:437;558:465,758:515
1599.png	238:409,438:459;589:391,789:441;326:36,526:86;566:483,766:533;207:347,407:397;605:7,805:57
1601.png	181:462,381:512;44:12,244:62;260:143,460:193
1602.png	195:0,395:50;472:489,672:539;236:181,436:231
1603.png	249:49,449:99;204:291,404:341;514:6,714:56
1604.png	485:2,685:52;12:106,212:156;377:480,577:530
1605.png	268:214,468:264;219:450,419:500;184:268,384:318
1606.png	254:195,454:245;41:228,241:278;183:74,383:124
1607.png	75:10,275:60;225:188,425:238;212:288,412:338
1608.png	148:33,348:83;92:173,292:223;203:110,403:160
1609.png	96:138,296:188;10:280,210:330;94:226,294:276
1611.png	220:429,420:479;46:87,246:137;217:19,417:69;607:79,807:129;206:483,406:533
1612.png	476:421,676:471;620:82,820:132;181:54,381:104;157:412,357:462;44:253,244:303
1613.png	44:393,244:443;443:441,643:491;236:453,436:503;63:58,263:108;529:30,729:80
1614.png	548:456,748:506;218:14,418:64;270:411,470:461;88:477,288:527;59:221,259:271
1615.png	113:4,313:54;215:435,415:485;418:30,618:80;72:369,272:419;640:223,840:273
1616.png	600:166,800:216;550:420,750:470;72:399,272:449;54:255,254:305;564:30,764:80
1617.png	47:117,247:167;606:408,806:458;223:35,423:85;12:189,212:239;52:271,252:321
1618.png	572:35,772:85;115:28,315:78;434:470,634:520;459:419,659:469;348:4,548:54
1619.png	517:9,717:59;220:458,420:508;448:478,648:528;192:35,392:85;13:186,213:236
1621.png	38:120,238:170;626:36,826:86;615:257,815:307;561:126,761:176;42:296,242:346;62:42,262:92
1622.png	597:251,797:301;48:174,248:224;60:60,260:110;59:257,259:307;609:59,809:109;572:152,772:202
1623.png	621:13,821:63;46:22,246:72;39:224,239:274;17:387,217:437;641:105,841:155;53:103,253:153
1624.png	641:450,841:500;631:325,831:375;599:201,799:251;36:485,236:535;23:122,223:172;73:422,273:472
1625.png	95:92,295:142;79:316,279:366;578:158,778:208;65:481,265:531;563:286,763:336;65:427,265:477
1626.png	90:371,290:421;21:106,221:156;637:192,837:242;645:112,845:162;59:192,259:242;583:392,783:442
1627.png	644:9,844:59;617:427,817:477;88:141,288:191;639:361,839:411;42:281,242:331;600:188,800:238
1628.png	623:449,823:499;76:204,276:254;604:250,804:300;12:367,212:417;590:91,790:141;16:134,216:184
1629.png	45:50,245:100;625:483,825:533;633:82,833:132;65:287,265:337;29:414,229:464;626:428,826:478
1631.png	67:361,267:411;618:417,818:467;360:61,560:111;632:324,832:374;642:232,842:282
1632.png	413:13,613:63;47:413,247:463;9:33,209:83;4:104,204:154;61:323,261:373
1633.png	296:453,496:503;631:20,831:70;6:197,206:247;162:68,362:118;38:370,238:420
1634.png	636:5,836:55;640:357,840:407;446:473,646:523;413:11,613:61;150:22,350:72
1635.png	631:226,831:276;474:57,674:107;642:348,842:398;535:441,735:491;19:238,219:288
1636.png	396:44,596:94;585:251,785:301;478:454,678:504;77:396,277:446;29:227,229:277
1637.png	635:285,835:335;345:44,545:94;641:67,841:117;96:120,296:170;70:459,270:509
1638.png	108:245,308:295;422:469,622:519;86:5,286:55;23:179,223:229;599:210,799:260
1639.png	317:74,517:124;524:453,724:503;17:458,217:508;93:305,293:355;83:250,283:300
1641.png	242:136,442:186;123:351,323:401
1642.png	109:163,309:213;260:391,460:441
1643.png	122:134,322:184;260:434,460:484
1644.png	295:387,495:437;63:378,263:428
1645.png	112:304,312:354;347:165,547:215
1646.png	59:397,259:447;86:218,286:268
1647.png	220:152,420:202;48:295,248:345
1648.png	264:141,464:191;86:225,286:275
1649.png	76:415,276:465;156:139,356:189
1651.png	34:383,234:433;34:466,234:516;553:381,753:431
1652.png	604:468,804:518;17:407,217:457;38:185,238:235
1653.png	67:423,267:473;566:195,766:245;73:486,273:536
1654.png	639:235,839:285;61:403,261:453;56:459,256:509
1655.png	629:214,829:264;44:298,244:348;60:217,260:267
1656.png	599:214,799:264;20:14,220:64;59:192,259:242
1657.png	40:465,240:515;632:370,832:420;13:193,213:243
1658.png	604:204,804:254;597:300,797:350;77:377,277:427
1659.png	12:222,212:272;78:475,278:525;566:264,766:314
1661.png	173:416,373:466;88:134,288:184;568:416,768:466;569:341,769:391;322:363,522:413;579:63,779:113;3:3,203:53
1662.png	59:364,259:414;603:112,803:162;263:382,463:432;523:425,723:475;56:420,256:470;638:28,838:78;637:367,837:417
1663.png	565:24,765:74;63:248,263:298;116:370,316:420;517:384,717:434;46:115,246:165;421:440,621:490;207:458,407:508
1664.png	10:149,210:199;32:7,232:57;252:433,452:483;569:379,769:429;593:241,793:291;208:348,408:398;551:449,751:499
1665.png	102:398,302:448;93:476,293:526;473:366,673:416;71:154,271:204;571:421,771:471;366:445,566:495;140:347,340:397
1666.png	333:426,533:476;4:32,204:82;63:159,263:209;589:346,789:396;195:375,395:425;592:284,792:334;640:483,840:533
1667.png	630:266,830:316;536:398,736:448;567:159,767:209;4:238,204:288;64:403,264:453;634:214,834:264;191:469,391:519
1668.png	399:447,599:497;649:36,849:86;14:180,214:230;427:358,627:408;571:94,771:144;101:454,301:504;643:267,843:317
1669.png	498:483,698:533;263:420,463:470;590:252,790:302;571:195,771:245;527:401,727:451;73:169,273:219;35:433,235:483
1671.png	623:329,823:379;358:28,558:78;507:489,707:539;85:468,285:518
1672.png	388:57,588:107;23:413,223:463;591:62,791:112;299:489,499:539
1673.png	540:458,740:508;400:57,600:107;597:197,797:247;210:449,410:499
1674.png	121:48,321:98;612:478,812:528;33:442,233:492;626:273,826:323
1675.png	550:474,750:524;511:15,711:65;215:12,415:62;8:50,208:100
1676.png	43:270,243:320;340:474,540:524;350:64,550:114;580:66,780:116
1677.png	227:78,427:128;493:483,693:533;606:376,806:426;49:218,249:268
1678.png	612:28,812:78;327:467,527:517;636:406,836:456;46:223,246:273
1679.png	48:91,248:141;250:462,450:512;614:28,814:78;43:273,243:323
1681.png	456:268,656:318;472:348,672:398
1682.png	85:459,285:509;640:316,840:366
1683.png	510:258,710:308;481:336,681:386
1684.png	499:367,699:417;570:309,770:359
1685.png	109:462,309:512;607:486,807:536
1686.png	515:326,715:376;618:240,818:290
1687.png	634:441,834:491;620:327,820:377
1688.png	459:348,659:398;594:440,794:490
1689.png	559:459,759:509;536:294,736:344
1691.png	9:85,209:135;630:15,830:65;379:6,579:56
1692.png	538:13,738:63;297:4,497:54;643:360,843:410
1693.png	640:78,840:128;645:170,845:220;5:445,205:495
1694.png	619:17,819:67;4:213,204:263;643:321,843:371
1695.png	9:77,209:127;642:125,842:175;138:5,338:55
1696.png	643:176,843:226;638:333,838:383;6:221,206:271
1697.png	1:127,201:177;10:248,210:298;9:433,209:483
1698.png	1:352,201:402;647:485,847:535;10:194,210:244
1699.png	640:178,840:228;619:15,819:65;645:460,845:510
1701.png	342:408,542:458;404:48,604:98;631:489,831:539;632:73,832:123
1702.png	195:406,395:456;647:436,847:486;612:14,812:64;91:467,291:517
1703.png	316:30,516:80;151:452,351:502;369:413,569:463;395:476,595:526
1704.png	615:488,815:538;350:77,550:127;128:408,328:458;441:22,641:72
1705.png	56:442,256:492;451:25,651:75;359:447,559:497;219:3,419:53
1706.png	238:33,438:83;494:11,694:61;471:468,671:518;21:34,221:84
1707.png	362:34,562:84;91:467,291:517;131:4,331:54;112:64,312:114
1708.png	316:40,516:90;574:50,774:100;509:428,709:478;106:53,306:103
1709.png	534:434,734:484;78:430,278:480;285:40,485:90;34:89,234:139
1711.png	447:485,647:535;15:136,215:186
1712.png	30:394,230:444;607:8,807:58
1713.png	22:25,222:75;643:89,843:139
1714.png	37:144,237:194;4:352,204:402
1715.png	621:239,821:289;622:308,822:358
1716.png	525:2,725:52;18:241,218:291
1717.png	77:0,277:50;28:236,228:286
1718.png	405:6,605:56;8:380,208:430
1719.png	644:397,844:447;625:10,825:60
1721.png	59:147,259:197;3:439,203:489
1722.png	37:442,237:492;43:81,243:131
1723.png	94:416,294:466;33:51,233:101
1724.png	87:87,287:137;172:477,372:527
1725.png	72:13,272:63;313:481,513:531
1726.png	3:438,203:488;15:106,215:156
1727.png	67:100,267:150;531:475,731:525
1728.png	116:82,316:132;97:26,297:76
1729.png	73:138,273:188;114:383,314:433
1731.png	262:423,462:473;6:123,206:173;22:46,222:96;130:475,330:525
1732.png	23:336,223:386;23:45,223:95;245:417,445:467;633:425,833:475
1733.png	133:475,333:525;357:463,557:513;606:450,806:500;18:372,218:422
1734.png	384:485,584:535;93:466,293:516;625:315,825:365;406:425,606:475
1735.png	5:90,205:140;625:297,825:347;343:431,543:481;106:410,306:460
1736.png	636:63,836:113;164:414,364:464;218:481,418:531;645:171,845:221
1737.png	70:477,270:527;642:245,842:295;619:443,819:493;9:32,209:82
1738.png	10:201,210:251;638:409,838:459;192:461,392:511;645:34,845:84
1739.png	19:271,219:321;557:432,757:482;4:2,204:52;639:254,839:304
1741.png	557:73,757:123;556:316,756:366;600:443,800:493;25:477,225:527;66:275,266:325
1742.png	26:25,226:75;21:281,221:331;445:467,645:517;235:38,435:88;626:203,826:253
1743.png	87:398,287:448;514:467,714:517;135:37,335:87;22:474,222:524;9:116,209:166
1744.png	568:280,768:330;341:474,541:524;65:261,265:311;627:344,827:394;26:457,226:507
1745.png	87:136,287:186;316:482,516:532;152:18,352:68;569:414,769:464;580:329,780:379
1746.png	136:13,336:63;601:19,801:69;595:129,795:179;338:10,538:60;587:433,787:483
1747.png	48:269,248:319;585:452,785:502;184:42,384:92;35:340,235:390;84:188,284:238
1748.png	45:144,245:194;43:370,243:420;279:29,479:79;569:279,769:329;637:332,837:382
1749.png	21:47,221:97;331:47,531:97;553:407,753:457;555:168,755:218;626:98,826:148
1751.png	589:403,789:453;563:2,763:52;332:99,532:149
1752.png	29:472,229:522;141:79,341:129;372:480,572:530
1753.png	183:486,383:536;542:94,742:144;131:37,331:87
1754.png	94:128,294:178;581:31,781:81;602:426,802:476
1755.png	619:1,819:51;60:448,260:498;605:439,805:489
1756.png	480:13,680:63;62:124,262:174;642:456,842:506
1757.png	561:45,761:95;564:485,764:535;23:466,223:516
1758.png	587:444,787:494;7:116,207:166;559:85,759:135
1759.png	35:450,235:500;57:82,257:132;314:126,514:176
1761.png	621:112,821:162;44:281,244:331
1762.png	360:412,560:462;17:364,217:414
1763.png	25:73,225:123;480:8,680:58
1764.png	301:409,501:459;379:29,579:79
1765.png	274:0,474:50;520:384,720:434
1766.png	611:232,811:282;190:408,390:458
1767.png	16:122,216:172;43:382,243:432
1768.png	188:384,388:434;603:110,803:160
1769.png	163:9,363:59;508:3,708:53
1771.png	28:49,228:99;596:228,796:278;624:106,824:156;544:473,744:523;599:295,799:345;63:334,263:384
1772.png	55:59,255:109;539:484,739:534;111:384,311:434;629:292,829:342;84:186,284:236;584:61,784:111
1773.png	10:252,210:302;615:422,815:472;636:315,836:365;596:169,796:219;617:253,817:303;637:58,837:108
1774.png	85:487,285:537;21:366,221:416;627:394,827:444;559:165,759:215;53:193,253:243;9:260,209:310
1775.png	625:366,825:416;18:386,218:436;620:59,820:109;627:442,827:492;634:243,834:293;629:156,829:206
1776.png	567:424,767:474;98:31,298:81;563:357,763:407;596:482,796:532;590:53,790:103;31:266,231:316
1777.png	548:12,748:62;64:422,264:472;36:68,236:118;4:361,204:411;586:134,786:184;581:212,781:262
1778.png	16:374,216:424;555:248,755:298;567:311,767:361;539:38,739:88;103:480,303:530;649:433,849:483
1779.png	605:240,805:290;573:131,773:181;88:180,288:230;99:78,299:128;9:5,209:55;576:305,776:355
1781.png	276:380,476:430;610:214,810:264
1782.png	631:298,831:348;182:426,382:476
1783.png	293:409,493:459;317:286,517:336
1784.png	23:182,223:232;48:271,248:321
1785.png	280:388,480:438;638:401,838:451
1786.png	13:155,213:205;623:236,823:286
1787.png	57:350,257:400;648:117,848:167
1788.png	297:343,497:393;37:305,237:355
1789.png	521:446,721:496;134:319,334:369
1791.png	286:74,486:124;348:432,548:482;297:344,497:394
1792.png	380:339,580:389;647:49,847:99;427:174,627:224
1793.png	398:352,598:402;263:211,463:261;612:36,812:86
1794.png	306:176,506:226;545:140,745:190;613:455,813:505
1795.png	468:247,668:297;623:74,823:124;548:305,748:355
1796.png	250:77,450:127;555:331,755:381;270:156,470:206
1797.png	642:233,842:283;387:207,587:257;443:284,643:334
1798.png	549:205,749:255;567:58,767:108;324:350,524:400
1799.png	558:346,758:396;647:26,847:76;497:445,697:495
1801.png	243:466,443:516;551:417,751:467;9:433,209:483;316:409,516:459
1802.png	84:0,284:50;93:475,293:525;437:468,637:518;282:409,482:459
1803.png	34:443,234:493;131:21,331:71;458:477,658:527;441:422,641:472
1804.png	10:403,210:453;83:6,283:56;583:452,783:502;190:482,390:532
1805.png	469:443,669:493;23:419,223:469;253:482,453:532;4:482,204:532
1806.png	128:442,328:492;383:447,583:497;347:6,547:56;128:1,328:51
